,Body,Accesories,Face,Eyewear,Eyes,Mouth,Head,Role,Fur,Special,Rarity score,Token Id
9228,None,None,Blood Splatter,Round Reading Glasses,Happy,Cigarette,Flower Blue,Generalist,Classic,None,38.798724117022466,9228
9229,White Ruffle Dress,None,None,Hard Thunder Glasses,Soulless,Smug,None,Field Agent,Dark,None,37.00359379488013,9229
9230,None,None,None,Hard Thunder Glasses,Soulless,Dragon Breath,None,Generalist,Tatted (Shadow),None,18.475675360632373,9230
9231,Pink Dress,None,Covid Mask (Cat Mouth),Hard Thunder Glasses,Smug,Thug Life Joint,Black Borsalino,Engineer,Tatted (Pink),None,65.09571095476703,9231
9232,None,None,None,None,Lazer Eyes,Angry,None,Engineer,Radioactive,None,20.918027331722357,9232
9233,None,None,Blush,None,Angry,Angry,Black Snapback Hat,Generalist,Tatted (Dark),None,27.374554536592257,9233
9234,None,None,Covid Mask (Eucalyptus),None,Jaundice,Dragon Breath,None,Generalist,Dark,None,16.44704337526405,9234
9235,None,None,None,None,Bitcoins,Smug,Flower Blue,Engineer,Tatted (Dark),None,31.024607961574524,9235
9236,Ninja Gear,None,Disposable Face Mask,Eye Patch,Ominous,Cheeky,Red Snapback Hat,Generalist,Brown,None,57.91283030144137,9236
9237,None,None,Silver Earrings,Black Sunglasses,Smug,Smug,Pink Snapback Hat,Generalist,Classic,None,41.51127721674104,9237
9238,None,None,Blush,Eye Patch,Soulless,Angry,Fireman Helmet,Generalist,Brown,None,40.25346633602163,9238
9239,Black/White Tracksuit,None,None,Hard Thunder Glasses,Happy,Happy,Pink Snapback Hat,Field Agent,Dark,None,47.89039621730781,9239
9240,None,None,Gold Earrings,None,Angry,Smoker's Pipe,Fireman Helmet,Black Ops,Purple,None,42.879238588144034,9240
9241,White Tank,None,None,Round Reading Glasses,Intoxicated,Happy,Pink Snapback Hat,Engineer,Cream,None,51.01993734949073,9241
9242,Fireman Uniform,None,Covid Mask (Cat Mouth),Hard Thunder Glasses,Smug,Leaf,Black Devil Horns,Double Agent,Built (Sandy),None,63.09726935735054,9242
9243,None,Gold Chain,Diamond Stud,Hard Thunder Glasses,Angry,Dragon Breath,None,Black Ops,Built (Brown),None,65.42864367140588,9243
9244,None,None,Diamond Stud,Hard Thunder Glasses,Intoxicated,Golden Grills,None,Generalist,Brown,None,23.19037429312725,9244
9245,Ape Onesie,None,None,Hard Thunder Glasses,Bitcoins,Cigarette,None,Engineer,Brown,None,36.5064601346892,9245
9246,Leopard Blazer,None,Blush,None,Ominous,Bubble Gum,None,Operator,Tatted (Cream),None,41.98180690535971,9246
9247,Blue Dress,None,None,None,Jaundice,Dragon Breath,Black Snapback Hat,Generalist,Cream,None,34.19779848491682,9247
9248,Blue Ball Gown,Jade Stone,None,None,Intoxicated,Dragon Breath,None,Double Agent,Pink,None,53.47153858739304,9248
9249,White Turtleneck,ID Badge,None,Round Reading Glasses,Angry,Cheeky,None,Generalist,Pink,None,59.810507872789245,9249
9250,None,Moon Necklace,None,None,Lazer Eyes,Cigarette,None,Generalist,Brown,None,33.76664099418062,9250
9251,Red/White Tracksuit,None,Disposable Face Mask,None,Ominous,Cigarette,None,Operator,Classic,None,38.772089775304636,9251
9252,Pink Turtleneck,None,Scars,Black Aviator Sunglasses,Ominous,Bored,Black Devil Horns,Operator,Zombie,None,71.82481634567952,9252
9253,Purple Hoodie,None,None,None,Jaundice,Smoker's Pipe,Black Borsalino,Generalist,Frozen,None,36.9171099514783,9253
9254,Hawaiian Blue T-Shirt,Silver Chain,None,Black Aviator Sunglasses,Bitcoins,Bored,None,Generalist,Classic,None,59.95733146285258,9254
9255,Pink Leopard Blazer,None,None,None,Bored,Happy,Halo,Generalist,Dark,None,31.26164499041123,9255
9256,Reverse Leopard Blazer,None,None,None,Smug,Smoker's Pipe,None,Operator,UV Light,None,31.968928384505134,9256
9257,Black Turtleneck,None,Anbu Mask,None,None,Smug,None,Field Agent,Classic,None,40.02653181606172,9257
9258,Pink Dress,None,Gold Earrings,Round Reading Glasses,Angry,Cigarette,Pink Snapback Hat,Generalist,Tatted (Cream),None,55.74089639597584,9258
9259,Summer Dress,None,None,Round Reading Glasses,Soulless,Cigarette,None,Generalist,Zombie,None,33.94082173865517,9259
9260,Summer Dress,None,None,Black Aviator Sunglasses,Bitcoins,Happy,Black Snapback Hat,Generalist,Classic,None,42.89586485124363,9260
9261,None,Pink Heart Necklace,None,None,Smug,Happy,Black Devil Horns,Engineer,Built (Cream),None,57.26824442161895,9261
9262,White Tank,None,Diamond Stud,None,Bullish,Angry,Flower Blue,Generalist,Brown,None,41.3510833949162,9262
9263,White Puffer Jacket,None,None,Black Aviator Sunglasses,Jaundice,Happy,Halo,Generalist,Brown,None,42.76578300056656,9263
9264,Black Tuxedo,None,Disposable Face Mask,Thug Life Glasses,Angry,Smug,None,Engineer,Built (Sandy),None,55.1403379196193,9264
9265,None,None,Blush,Red Sunglasses,Jaundice,Cigarette,Pink Beanie,Black Ops,Classic,None,48.53099131108616,9265
9266,Grey Puffer Jacket,None,Disposable Face Mask,None,Cheeky,Cigarette,Cream Borsalino,Field Agent,UV Light,None,53.45225120263639,9266
9267,Ape Onesie,None,Tear Tat,None,Jaundice,Angry,None,Double Agent,Classic,None,38.55190527860514,9267
9268,Fireman Uniform,None,Tear Tat,None,Bullish,Happy,None,Double Agent,Tatted (Pink),None,41.83818730022269,9268
9269,None,None,Silver Ear Piercing,None,Intoxicated,Angry,None,Field Agent,Brown,None,21.268494245381923,9269
9270,Black/White Tracksuit,None,None,Hard Thunder Glasses,Intoxicated,Dragon Breath,None,Generalist,Pink,None,25.842885661944177,9270
9271,White Puffer Jacket,None,Fake Moustache,None,None,Cigarette,Cyclops,Generalist,Zombie,None,46.696092682033814,9271
9272,Reverse Leopard Blazer,None,Blush,Round Reading Glasses,Bored,Smug,Ice Crown,Operator,Brown,None,61.172235051133036,9272
9273,None,None,None,Black Aviator Sunglasses,Cheeky,Angry,Flower Pink,Generalist,Classic,None,28.23529707484525,9273
9274,White Ruffle Dress,None,Blush,Black Aviator Sunglasses,Happy,Angry,Laurel,Generalist,Dark,None,48.52764116105375,9274
9275,Bunny Onesie,None,Blush,Black Aviator Sunglasses,Ominous,Happy,None,Generalist,Freakazoid,None,42.5622604845827,9275
9276,Space Suit,Gold Chain,Gas Mask,None,Happy,Cheeky,Cream Borsalino,Black Ops,Tatted (Shadow),None,82.58644472852463,9276
9277,Winter Jacket,None,Tear Tat,3D Glasses,Jaundice,Smug,Flower Pink,Generalist,Tatted (Shadow),None,60.885490714272684,9277
9278,White Puffer Jacket,None,None,None,Bitcoins,Angry,None,Engineer,Cream,None,30.95460922030131,9278
9279,Bomber Jacket,None,None,Hard Thunder Glasses,Bitcoins,Cigarette,None,Double Agent,Classic,None,36.10610972686625,9279
9280,None,None,None,Round Reading Glasses,Soulless,Cheeky,None,Generalist,Frozen,None,21.548752845301085,9280
9281,Letterman Jacket,None,Disposable Face Mask,None,Intoxicated,Leaf,None,Black Ops,Classic,None,33.320323537615955,9281
9282,None,None,Fake Moustache,None,Bitcoins,Cheeky,None,Generalist,Tatted (Sandy),None,20.641286752905387,9282
9283,None,None,None,Hard Thunder Glasses,Intoxicated,Cheeky,Red Devil Horns,Operator,Classic,None,32.68285968010377,9283
9284,Navy Dress,None,Blush,None,Bullish,Dragon Breath,None,Black Ops,Tatted (Brown),None,37.2305092943869,9284
9285,None,None,Silver Earrings,Black Aviator Sunglasses,Smug,Diamond Grills,Pink Beanie,Black Ops,Classic,None,50.776351862578096,9285
9286,Winter Jacket,None,Fake Moustache,None,Bullish,Smug,None,Engineer,Brown,None,37.97787935688127,9286
9287,Wackdonalds Uniform,None,Covid Mask (Eucalyptus),Black Aviator Sunglasses,Smug,Dragon Breath,None,Double Agent,Tatted (Brown),None,53.001749668588474,9287
9288,Black/White Tracksuit,Jade Stone,None,Black Aviator Sunglasses,Cheeky,Smoker's Pipe,Black Snapback Hat,Generalist,Brown,None,70.3528940020268,9288
9289,Red Hoodie,None,Covid Mask (Eucalyptus),None,Bored,Smoker's Pipe,None,Generalist,Dark,None,32.02580551132779,9289
9290,Pink Turtleneck,None,Silver Ear Piercing,Red Sunglasses,Smug,Thug Life Joint,Black Headphones,Field Agent,Built (Brown),None,69.85647035958455,9290
9291,None,None,None,None,Bullish,Smug,Laurel,Engineer,Radioactive,None,31.36144234036683,9291
9292,None,None,None,None,Soulless,Bubble Gum,None,Generalist,Brown,None,7.371039058615669,9292
9293,Wackdonalds Uniform,None,None,Red Sunglasses,Soulless,Smug,None,Generalist,Dark,None,32.536135871028044,9293
9294,Bomber Jacket,None,None,Hard Thunder Glasses,Cheeky,Happy,Red Devil Horns,Engineer,Dark,None,48.3775191392164,9294
9295,Blue Dress,Moon Necklace,Diamond Stud,Hard Thunder Glasses,Cheeky,Bored,Halo,Generalist,Brown,None,79.9942327051434,9295
9296,None,None,Covid Mask (Cat Mouth),None,Bullish,Bubble Gum,Flower Blue,Field Agent,Classic,None,40.36003741485579,9296
9297,Grey Puffer Jacket,Jade Stone,Scars,Round Reading Glasses,Intoxicated,Bored,Cream Borsalino,Double Agent,Dark,None,88.28415192877242,9297
9298,None,Silver Chain,None,None,Soulless,Cigarette,Black Devil Horns,Generalist,Tatted (Cream),None,48.884151016719954,9298
9299,Black Puffer Jacket,None,None,None,Cheeky,Cheeky,Black Snapback Hat,Operator,Classic,None,38.478407886165094,9299
9300,Teal Puffer Jacket,Silver Chain,Fake Moustache,Thug Life Glasses,Soulless,Smoker's Pipe,Black Borsalino,Generalist,Frozen,None,89.78884637758536,9300
9301,None,None,Blush,None,Ominous,Golden Grills,Princess' Crown,Field Agent,Classic,None,37.23726098551954,9301
9302,Black Turtleneck,None,None,None,Intoxicated,Leaf,Blue Snapback Hat,Engineer,Tatted (Pink),None,38.648634808172396,9302
9303,White Turtleneck,None,Fake Moustache,None,Bitcoins,Thug Life Joint,Blue Snapback Hat,Generalist,Built (Cream),None,47.276765843327254,9303
9304,Summer Dress,Moon Necklace,None,None,Bullish,Thug Life Joint,None,Generalist,Tatted (Shadow),None,50.181854023329834,9304
9305,Hippie Tie-Dye Shirt,None,None,None,Bullish,Angry,None,Double Agent,Dark,None,26.513451900199534,9305
9306,None,Katana,Silver Earrings,Hard Thunder Glasses,Jaundice,Cheeky,None,Generalist,Classic,None,53.49158908534927,9306
9307,Overalls,None,Disposable Face Mask,None,Cheeky,Angry,Pink Snapback Hat,Generalist,Classic,None,39.92991074551291,9307
9308,None,None,None,Hard Thunder Glasses,Angry,Thug Life Joint,Cream Borsalino,Generalist,Cream,None,30.801174089621686,9308
9309,None,None,Blush,Thug Life Glasses,Soulless,Smug,Golden Laurel,Black Ops,Golden,None,53.60230214257494,9309
9310,Gold Pimp Coat,Jade Stone,None,None,Bored,Golden Grills,Black Headphones,Field Agent,Tatted (Cream),None,74.70998856749368,9310
9311,None,None,None,Black Aviator Sunglasses,Soulless,Leaf,Flower Pink,Field Agent,Tatted (Shadow),None,43.54975976622531,9311
9312,Pink Dress,None,None,Hard Thunder Glasses,Intoxicated,Happy,Flower Blue,Generalist,Purple,None,39.15906260957336,9312
9313,Leopard Blazer,Jade Stone,Blush,None,None,Happy,Cyclops,Generalist,Shadow,None,70.2328131981102,9313
9314,Purple Hoodie,None,None,Black Sunglasses,Soulless,Cheeky,None,Generalist,Tatted (Sandy),None,37.31738960770351,9314
9315,Red Jersey,None,Blood Splatter,Round Reading Glasses,Intoxicated,Thug Life Joint,Black Devil Horns,Engineer,Brown,None,60.561730567725604,9315
9316,White Ruffle Dress,None,Silver Earrings,Round Reading Glasses,Intoxicated,Angry,Black Headphones,Field Agent,Brown,None,58.88020800248837,9316
9317,Purple Hoodie,None,Covid Mask (Cat Mouth),3D Glasses,Jaundice,Happy,Top Hat,Double Agent,Built (Brown),None,70.93072247085085,9317
9318,Summer Dress,None,Silver Earrings,Black Aviator Sunglasses,Jaundice,Golden Grills,Pink Beanie,Double Agent,Dark,None,64.83879094548843,9318
9319,White Puffer Jacket,None,Tear Tat,Red Sunglasses,Angry,Cheeky,Top Hat,Generalist,Tatted (Shadow),None,59.040500928702066,9319
9320,Bunny Onesie,None,None,Black Aviator Sunglasses,Happy,Thug Life Joint,None,Generalist,Dark,None,30.003655229598873,9320
9321,Pink Fur Coat,None,Gold Earrings,None,Smug,Thug Life Joint,None,Double Agent,Cream,None,42.27542439023624,9321
9322,Yellow Ball Gown,None,None,Thug Life Glasses,Intoxicated,Thug Life Joint,Top Hat,Operator,Dark,None,50.9799341122495,9322
9323,None,None,None,None,Cheeky,Golden Grills,Red Devil Horns,Field Agent,Built (Brown),None,31.66525210535639,9323
9324,None,None,None,None,Smug,Leaf,None,Field Agent,Classic,None,12.12578595259634,9324
9325,Red/White Tracksuit,None,Tear Tat,Hard Thunder Glasses,Intoxicated,Angry,None,Generalist,Classic,None,33.543719020069,9325
9326,Blue Ball Gown,None,None,Hard Thunder Glasses,Intoxicated,Angry,Pink Snapback Hat,Generalist,Dark,None,35.06851738740603,9326
9327,Ninja Gear,None,None,Thug Life Glasses,Soulless,Thug Life Joint,Fireman Helmet,Operator,Tatted (Shadow),None,60.39835077667545,9327
9328,Winter Jacket,None,None,Black Aviator Sunglasses,Intoxicated,Leaf,Black Devil Horns,Generalist,Classic,None,37.57757433234978,9328
9329,Blue Ball Gown,Katana,Silver Earrings,Hard Thunder Glasses,Cheeky,Smug,Laurel,Field Agent,Tatted (Brown),None,91.2665091044382,9329
9330,None,None,Diamond Stud,None,Jaundice,Cigarette,None,Operator,Tatted (Cream),None,29.96364031791856,9330
9331,Black/Yellow Tracksuit,None,Blush,Round Reading Glasses,Cheeky,Thug Life Joint,None,Double Agent,Dark,None,46.35897330600906,9331
9332,None,None,None,None,Happy,Angry,None,Generalist,Dark,None,3.206683041551296,9332
9333,None,None,Silver Earrings,Hard Thunder Glasses,Happy,Diamond Grills,Black Headphones,Generalist,Classic,None,38.8121220425282,9333
9334,Panda Onesie,None,Disposable Face Mask,Red Sunglasses,Smug,Cigarette,None,Generalist,Built (Cream),None,45.89538520186049,9334
9335,None,None,Covid Mask (Cat Mouth),None,Jaundice,Diamond Grills,None,Generalist,Built (Pink),None,22.99364086302161,9335
9336,None,None,None,None,Angry,Happy,Cream Borsalino,Generalist,Classic,None,15.826343943266503,9336
9337,Yellow Ball Gown,Pink Heart Necklace,Blush,Hard Thunder Glasses,Jaundice,Cheeky,None,Operator,Flaming,None,76.51796489962386,9337
9338,Black Tuxedo,Gold Chain,Gas Mask,None,Cheeky,Cigarette,Flower Pink,Generalist,Brown,None,68.16451599990204,9338
9339,None,None,Disposable Face Mask,Hard Thunder Glasses,Cheeky,Smug,Pink Beanie,Generalist,Dark,None,36.64338811520016,9339
9340,White Tank,Gold Chain,Blush,None,Angry,Dragon Breath,Yellow Snapback Hat,Operator,Built (Brown),None,76.64822125834837,9340
9341,Punk Jacket,None,Blush,Hard Thunder Glasses,Intoxicated,Dragon Breath,Red Snapback Hat,Generalist,Classic,None,42.045026256423846,9341
9342,Gold Pimp Coat,Silver Chain,Diamond Stud Earrings,Round Reading Glasses,Happy,Smoker's Pipe,Blue Snapback Hat,Engineer,Brown,None,91.6967949622284,9342
9343,Reverse Leopard Blazer,None,None,Round Reading Glasses,Intoxicated,Thug Life Joint,Blue Snapback Hat,Operator,Freakazoid,None,53.43547876717295,9343
9344,None,None,None,None,Bullish,Cheeky,Cream Borsalino,Field Agent,Cream,None,30.46386816192863,9344
9345,None,None,Disposable Face Mask,None,Happy,Angry,Ice Crown,Generalist,Pink,None,31.702102421696615,9345
9346,Bomber Jacket,None,Blush,Round Reading Glasses,Smug,Smoker's Pipe,Top Hat,Engineer,Built (Cream),None,63.20403498217545,9346
9347,None,None,None,3D Glasses,Bitcoins,Angry,None,Generalist,Built (Classic),None,24.13799481859238,9347
9348,None,None,Blush,None,Bullish,Leaf,Halo,Generalist,Tatted (Shadow),None,27.43445977080341,9348
9349,White Puffer Jacket,ID Badge,Disposable Face Mask,Hard Thunder Glasses,Intoxicated,Thug Life Joint,None,Black Ops,Brown,None,72.55132144979292,9349
9350,None,None,Gold Earrings,Round Reading Glasses,Cheeky,Cigarette,Halo,Engineer,Pink,None,52.014180309947314,9350
9351,Detective's Trenchcoat,None,Disposable Face Mask,None,Happy,Angry,DJ Headphones,Black Ops,Ghost,None,55.277242204732204,9351
9352,Winter Jacket,Gold Chain,Tear Tat,None,Happy,Diamond Grills,Pink Beanie,Black Ops,Brown,None,79.27706903161355,9352
9353,Summer Dress,None,None,None,Bullish,Cigarette,None,Engineer,Dark,None,25.52913224118809,9353
9354,None,None,Blood Splatter,None,Angry,Dragon Breath,None,Black Ops,Brown,None,24.13461896721246,9354
9355,None,None,Blush,None,Intoxicated,Smug,Bandage,Generalist,Dark,None,20.39767455330193,9355
9356,Orange Jersey,None,None,None,Angry,Cigarette,None,Generalist,Brown,None,15.59946014851413,9356
9357,None,None,Anbu Mask,None,None,Smug,Flower Pink,Field Agent,Rainbow,None,44.837595848967034,9357
9358,Pink Ball Gown,Moon Necklace,Blush,None,Bullish,Cheeky,None,Engineer,Classic,None,61.17158373632523,9358
9359,None,None,Disposable Face Mask,None,Bullish,Cheeky,None,Generalist,Brown,None,15.629390227015937,9359
9360,Ruby Dress,None,Disposable Face Mask,None,Bullish,Thug Life Joint,None,Double Agent,Built (Cream),None,43.51309032615174,9360
9361,Black Puffer Jacket,None,None,None,Intoxicated,Leaf,Princess' Crown,Engineer,Dark,None,34.77830978817498,9361
9362,Hawaiian Blue T-Shirt,None,Blush,Black Sunglasses,Cheeky,Dragon Breath,Princess' Crown,Generalist,Frozen,None,55.343903814500415,9362
9363,Pink Dress,None,Gold Earrings,None,Happy,Smug,Ice Crown,Engineer,Radioactive,None,54.7267530933132,9363
9364,Summer Dress,None,None,None,Intoxicated,Smug,Flower Pink,Generalist,Purple,None,29.439920712594862,9364
9365,Red Jumpsuit,None,None,Round Reading Glasses,Bored,Cigarette,Fireman Helmet,Generalist,Shadow,None,47.096496820877995,9365
9366,Pink Puffer Jacket,None,Fake Moustache,3D Glasses,Smug,Happy,None,Generalist,Tatted (Sandy),None,46.762874762966476,9366
9367,None,None,None,Black Aviator Sunglasses,Bitcoins,Dragon Breath,None,Black Ops,Classic,None,26.400097436142772,9367
9368,None,None,None,Eye Patch,Soulless,Happy,Golden Laurel,Generalist,Frozen,None,37.58768385434752,9368
9369,Navy Dress,None,None,None,Smug,Diamond Grills,Red Snapback Hat,Field Agent,Dark,None,40.53370458658133,9369
9370,Yellow Raincoat,None,Blush,None,Intoxicated,Cigarette,Yellow Beanie,Generalist,Brown,None,32.36942628367439,9370
9371,None,None,None,Round Reading Glasses,Smug,Leaf,None,Generalist,Built (Classic),None,18.742607449541467,9371
9372,None,None,Disposable Face Mask,Hard Thunder Glasses,Smug,Diamond Grills,Black Devil Horns,Engineer,Dark,None,48.38087563384338,9372
9373,None,None,Blush,None,Bored,Dragon Breath,Halo,Black Ops,Pink,None,38.475088774508386,9373
9374,Pink Dress,None,None,None,Bullish,Leaf,Cream Borsalino,Generalist,Built (Dark),None,32.66283019958904,9374
9375,Yellow Raincoat,Jade Stone,Diamond Stud Earrings,Round Reading Glasses,Angry,Cheeky,Backward Black Snapback Hat,Black Ops,Tatted (Sandy),None,95.07951122100778,9375
9376,Grey Puffer Jacket,None,Fake Moustache,None,Jaundice,Bored,Black Snapback Hat,Operator,Built (Sandy),None,58.256560534299965,9376
9377,Bomber Jacket,None,Blood Splatter,Hard Thunder Glasses,Intoxicated,Leaf,Halo,Operator,Built (Brown),None,59.720947761882734,9377
9378,Fireman Uniform,None,None,Hard Thunder Glasses,Intoxicated,Dragon Breath,Halo,Operator,Tatted (Dark),None,48.57766281407735,9378
9379,None,None,Scars,None,Happy,Dragon Breath,Halo,Engineer,Robot,None,40.43026875472729,9379
9380,None,Moon Necklace,Blood Splatter,Eye Patch,Bitcoins,Bored,None,Generalist,Classic,None,61.218520520834204,9380
9381,Black Tuxedo,None,None,Round Reading Glasses,Happy,Bored,None,Black Ops,Dark,None,40.31342564421909,9381
9382,None,None,Covid Mask (Eucalyptus),Hard Thunder Glasses,Soulless,Dragon Breath,Blue Snapback Hat,Generalist,Purple,None,42.72910287925289,9382
9383,None,None,Scars,3D Glasses,Smug,Happy,Black Devil Horns,Double Agent,Dark,None,51.89070231446221,9383
9384,Black Turtleneck,None,Silver Ear Piercing,None,Happy,Cheeky,Pink Beanie,Generalist,Dark,None,39.71302700780278,9384
