,Misc,Hands,Hair Color,Hair,Eyebrows,Mouth,Lashes,Eye Color,Eyes,Top,Body,Background,Hat,Pet,Hair Clip,Sunglasses,Eyewear,Costume,Piercing,Whole Head Hat,Unique,Artist,Rarity score,Token Id
12621,Blush,Claw,Cool Pink,Flared Sides Short,Ayo Thick,W,False,Teal,Plush,Sweater Tubby Logo Pink White Sleeves,Mochi,Starry Teal Pink Yellow,None,None,None,None,None,None,None,None,None,None,51.638276478186185,12621
12622,Blush,None,Dark Green,Mohawk,Pien Short,Big Meh,False,Black,Looking Down,Open Shirt Green,Matcha,Solid,None,None,None,None,None,None,None,None,None,None,22.71962860764277,12622
12623,Whiskers,None,None,Bald Udi,Big Round,Unsure,True,Black,Tired,Tee Polka Dots Yellow,Pudding,Tubby Pattern Pudding,None,None,None,None,None,None,None,None,None,None,21.905510250221745,12623
12624,None,None,Pink,Side Ponytail,Surprised,Fried Egg,True,Black,Cat Half Lidded,#1 Tubby Badge Yellow,Mochi,Solid,None,None,None,None,None,None,None,None,None,None,20.50126572809097,12624
12625,Blush,None,Black,Fluffy Short,Concerned,Teeth,True,Black,Half Lid,Thick String Hoodie Tubby Cats Purple,Mint,Starry Blue,Mini Top Hat Black,None,None,None,None,None,None,None,None,None,45.85540732952961,12625
12626,Blush,None,Purple Black,Bows,Relaxed,Baby Tubby Ube,False,Black,Half Lidded,Overalls Black Purple,Ube,Solid,None,None,None,None,None,None,None,None,None,None,23.438428065274515,12626
12627,Blush,None,Ice Blue,Twintails,Worried,Bubblegum Blue,True,Black,Pie,Puffer Jacket Blue White,Latte,Pawprint Stripes Light Blue,None,Rat Red,None,None,None,None,None,None,None,None,51.95398604618674,12627
12628,None,Lollipop Teal,Teal,Blunt Bangs,Pien Short,Tongue,False,Black,Anime,Trad Artist Teal,Mint,Pawprint Stripes Teal,None,None,None,Hearts Solid Teal,None,None,None,None,None,None,55.495681477614454,12628
12629,None,None,Black,Twintails,Pien Short,Full,True,Black,Squint,Sweater Vest Red,Mochi,Solid,None,None,None,None,None,None,None,None,None,None,19.135654727306452,12629
12630,Blush,None,None,Bald Udi,Sad,Unimpressed,None,None,None,Business Casual Red Black,Strawberry,Solid,None,None,None,Cool Shades,None,None,None,None,None,None,52.79531450837762,12630
12631,Whiskers,None,None,Bald Udi,Pien Short,Teef,True,Black,Long Pupils,Sweater Vest Black Gold TC Clip,Mochi,Pawprint White Grey,None,None,None,None,None,None,None,None,None,None,18.97334945667417,12631
12632,None,None,Light Blue,Long Side Part Wavy,Angry Thin,Smirk,True,Pink,Half Lid,Jacket Pink Heart Studs Pink,Pudding,Tubby Pattern Pudding,None,None,None,None,None,None,None,None,None,None,39.66280436063092,12632
12633,Blush,None,Brown,Short Messy Flared,Worried,Unsure,False,Green,Detailed,Open Shirt Green,Vanilla,Solid,None,None,None,None,None,None,None,None,None,None,35.81218481647072,12633
12634,None,None,None,Bald Udi,Neutral,Piercings,False,Light Green,Chill,Overalls Pink Green,Mochi,Pawprint Pink,None,None,None,None,None,None,None,None,None,None,20.01626874404297,12634
12635,Blush,Lollipop Teal,None,Bald Udi,Pien Short,Unimpressed,True,Black,Pie,Sweatshirt Pink Heart,Tiramisu,Dots Pink,Golf Visor Clear,None,None,None,Face Bandages Teal Pink,None,None,None,None,None,64.09757422720803,12635
12636,None,None,Purple,Short Messy Flared,Pien Cute,Happy Small,False,Grey,Plush,Ribbon Tie Seifuku Purple,Ube,Grid Purple,None,None,Tubby Head Ube,Hearts Solid Purple,None,None,None,None,None,None,72.07739793937601,12636
12637,Cheek Freckles,None,None,Bald Udi,Chill,French Fries,False,Black,Cat,Overalls Black Purple,Mochi,Goopy Purple White,None,None,None,None,None,None,None,None,None,None,15.703654496588829,12637
12638,None,None,Light Blue,Mohawk,None,Special,None,Black,Special,Tee Ringer Red,Vanilla,Fluffy Clouds Blue,None,Hedgehog Albino,None,None,None,None,None,None,None,None,53.491248306512496,12638
12639,None,None,White,Long Side Part Wavy,Angry Furrowed,Happy Small,False,Black,Sleepy,Sweater Vest Red Silver Heart Clip,Mochi,Solid,None,None,None,None,None,None,None,None,None,None,14.855058978543454,12639
12640,Blush,None,None,Bald Udi,Pien Short,Piercings,False,Black,Detailed,Overalls Red,Raspberry,Solid,Bisket Hat Red,None,None,None,None,None,None,None,None,None,23.381041366294593,12640
12641,Blush,Sprout,Orange,Tiny Braids,Pien Cute,Surprised,False,Light Green,Plush,Overalls Green,Latte,Flower Field Light,Bucket Hat Froggy,None,None,None,None,None,None,None,None,None,70.28741636968321,12641
12642,Whiskers,None,None,Bald Udi,Ayo Thin,Shocked,False,Black,Looking Away,Detective Shirt,Mochi,Solid,None,None,None,None,None,None,None,None,None,None,9.585248368518691,12642
12643,Decora Pink,None,None,Bald Udi,Pien Short,Wide,True,Brown,Half Lid,Sweater Vest Brown Gold Heart Clip,Tiramisu,Bubble Tea And Taiyaki,None,None,None,None,None,None,Safety Pin Black,None,None,None,53.85193571674546,12643
12644,Blush,None,White,Short Mid Part,Ayo Thick,W,False,Red,Chill,Sweater Vest Red Silver Heart Clip,Raspberry,Tiny Heart Red,None,None,Thinking,None,None,None,None,None,None,None,59.2131124151898,12644
12645,Blush,None,Bubblegum Pink,Bows,Concerned,Frightened,True,Black,Dot,#1 Tubby Badge Yellow,Cotton Candy,Solid,None,None,None,None,None,None,None,None,None,None,27.341011813763096,12645
12646,Blush,None,Brown,Blunt Bangs,Relaxed,Big Meh,False,Light Blue,Half Lid,Sweater Vest Blue Gold Star Clip,Tiramisu,Relaxing Day,None,None,None,None,None,None,None,None,None,None,39.61884987719614,12646
12647,None,Banana,Blonde,Mohawk,Pien Short,Happy Small,False,Yellow,Plush,Hoodie Tubby Ube,Mochi,Solid,None,None,None,None,None,None,None,None,None,None,39.76168712557698,12647
12648,Blush,None,Brown,Blunt Bangs,Worried,Tongue,False,Black,Cat,Blanket Wrap Teal,Tiramisu,Water Teal,None,Tubby Baby Mint,Bear,None,None,None,None,None,None,None,64.37984478078104,12648
12649,Blush,Book,Bright Blonde,Long Side Part Wavy,Determined,Pout,False,Black,Knowing Right,Comfy Blanket Purple Black,Latte,Triangles Orange,None,None,None,None,None,None,None,None,None,None,41.4892378198989,12649
12650,None,None,None,Bald Udi,Determined,Pien,True,Black,Cute,Bandana Teal,Mint,Tubby Pattern Mint,Spilled Ice Cream Mint,None,None,None,None,None,None,None,None,None,29.827900601736975,12650
12651,None,Balloon Pink,Pastel Lavender,Face Hugging Short,Pien Short,Clearly,True,Black,Knowing Right,Chunky Turtleneck Pink,Blue Raspberry,Starry Pink Blue White,None,None,None,None,None,None,None,None,None,None,41.77207653243529,12651
12652,None,None,None,Bald Udi,Big Round,Teeth,None,None,None,Tubby Maid Dress Pink,Blue Raspberry,Solid,None,None,None,Cool Shades,None,None,None,None,None,None,47.89624877355958,12652
12653,Cheek Freckles,None,White,Emo,Neutral,Donut,False,Black,Cute,Comfy Sweater White,Cotton Candy,Goopy Pink White,None,None,None,None,None,None,None,None,None,None,31.714732520888777,12653
12654,Blush,None,White,Short Messy Flared,Determined,Fanged Smile,True,Black,Relaxed,Sweater Vest Yellow Pink Heart Clip,Pudding,Tubby Pattern Pudding,Cheese,None,None,None,None,None,None,None,None,None,46.93797032807833,12654
12655,Decora Pink,Tubster Can White,None,Bald Udi,Ayo Thick,Full Catmouth,False,Black,Cat Looking Up,Jacket Black Heart Studs Pink,Bubblegum,Dots Pink,Winter Hat Black,None,None,None,None,None,None,None,None,None,48.83606433068786,12655
12656,Blush,None,Blonde,Twintails,Ayo Thin,Teeth,True,Black,Half Lid,Hoodie Cheese,Vanilla,Pawprint White Yellow,None,None,None,Round Black Tinted Black,None,None,None,None,None,None,49.827847324400736,12656
12657,None,None,None,Bald Udi,Ayo Thin,Letter,False,Brown,Chill,Hoodie Pudding,Pudding,Tubby Pattern Pudding,None,None,None,None,None,None,None,None,None,None,22.553466392127696,12657
12658,None,None,Grey,Dad,Chill,Mustache,False,Black,Half Lidded,Business Casual White Blue Stripes,Pudding,Pawprint White Brown,None,None,None,None,None,None,None,None,None,None,24.643098695255038,12658
12659,Beauty Mark,Claw,Light Blue,Long Side Part Wavy,Pien Short,Raspberry,True,Black,Relaxed,Pajamas Light Blue,Mochi,Constellation,None,None,Decora Iridescent,None,None,None,None,None,None,None,63.729151065866816,12659
12660,Whiskers,Peace Sign,None,Bald Udi,Angry Furrowed,Default,True,Teal,Detailed,Hoodie Teal,Tiramisu,Solid,None,None,None,None,None,None,None,None,None,None,40.554038098217646,12660
12661,None,None,Platinum Blonde,Long Side Part,Surprised,Piercings,True,Black,Knowing Left,#1 Tubby Badge Yellow,Pudding,Solid,None,None,Sticky Note,None,None,None,None,None,None,None,40.2524236139324,12661
12662,None,Rocker,Lilac,Emo,Angry Cute,W,False,Black,Hipster,Thick String Hoodie Tubby Cats Purple,Latte,Grid Purple,Cat Beret Orange,None,None,None,None,None,None,None,None,None,52.76482226180017,12662
12663,Blush,Thinking,None,Bald Udi,Pien Short,Happy Nervous,False,Black,Tired,Towel White,Mochi,Pawprint Stripes Orange,None,None,Bandage White,None,None,None,None,None,None,None,41.19199257536029,12663
12664,None,None,Blonde,Mohawk,Ayo Thick,Strawberry Pink,True,Light Blue,Half Lid,Dad Shirt Tubby Pink Blue,Cotton Candy,Pawprint Pink,None,None,None,None,None,None,None,None,None,None,39.80474070974169,12664
12665,Blush,None,None,Bald Udi,Determined,Surprised,False,Yellow,Half Lid,Ribboned Shirt Yellow White,Pudding,Tiny Heart Yellow,Tubby Overalls Hood Pudding,None,None,None,None,None,None,None,None,None,41.00989702202373,12665
12666,Cheek Freckles,None,Ginger,Side Ponytail,Concerned,Lollipop Red,False,Yellow,Droopy,Fast Food Uniform,Mochi,Solid,Fast Food Visor,None,None,None,None,None,None,None,None,None,53.24850587258173,12666
12667,None,None,Red,Fluffy Short,Sad,Nervous,True,Black,Pie,None,Raspberry,Solid,None,None,None,None,None,Ghost Bloody,None,None,None,None,40.919105171970656,12667
12668,Blush,Lollipop Pink,None,Bald Udi,Angry Furrowed,W,None,None,None,Business Casual White Green Stripes,Cotton Candy,Solid,None,None,None,Cool Shades,None,None,None,None,None,None,64.51947603021016,12668
12669,None,Cotton Candy,None,Bald Udi,Ayo Thin,Clearly,False,Grey,Detailed,Tubby Overalls Tiramisu,Tiramisu,Tubby Crowd Cotton Candy,None,None,None,None,None,None,None,None,None,None,33.25588931116947,12669
12670,Blush,None,Dark Teal,Side Bun,Angry Thin,Happy,False,Black,Delighted,Tuxedo Pink Iridescent,Cotton Candy,Palm Trees Teal,None,None,Heart Bubble Pink,None,None,None,None,None,None,None,46.72415945238462,12670
12671,Cheek Freckles,Banana,Blonde,Emo,None,Raspberry,False,Light Green,Chill,Tee Stripes Yellow,Matcha,Citrus,Bucket Hat Froggy,None,None,None,None,None,None,None,None,None,73.51800079374246,12671
12672,None,Simple Paw,None,Bald Udi,Ayo Thick,Piercings,True,Black,Knowing Left,Tubby Overalls Matcha,Mochi,Tubby Pattern Matcha,None,None,None,None,Eyepatch,None,None,None,None,None,42.24251988443485,12672
12673,Beauty Mark,None,Purple,Aristocrat,Angry Thin,Bubblegum Purple,True,Black,Half Lidded,Gakuran,Ube,Pawprint Stripes Light Purple,None,None,None,None,None,None,None,None,None,None,36.69789368483774,12673
12674,Beauty Mark,None,Light Pink,Mohawk,Chill,Lollipop Pink,True,Black,Detailed,Business Casual Pink White,Mochi,Dots Pink,None,None,None,None,None,None,None,None,None,None,32.72628804412134,12674
12675,None,None,White,Short Messy Flared,Ayo Thin,Fanged Smile,True,Black,Dot,Sweater Vest Black Silver Heart Clip,Mochi,Tiny Heart Grey,None,None,None,None,None,None,None,None,None,None,24.699946605269844,12675
12676,Whiskers,None,None,Bald Udi,Neutral,W,True,Black,Cat Half Lidded,Tubby Overalls Pudding,Matcha,Solid,None,None,None,None,None,None,None,None,None,None,17.04198924484289,12676
12677,Beauty Mark,None,Pink,Side Ponytail,Pien Cute,Tempura Shrimp,False,Dark Green,Plush,Casual Dress Pink,Latte,Goopy Pink White,Tubby Overalls Hood Matcha,None,None,None,None,None,None,None,None,None,61.07337866103267,12677
12678,Whiskers,None,None,Bald Udi,Pien Short,Tongue Down,True,Black,Sweetheart,Detective Shirt,Tiramisu,Dotted Paper Brown,None,Ferret,None,None,None,None,None,None,None,None,40.64190137284279,12678
12679,None,None,None,Bald Udi,Determined,Teeth,True,Pink,Half Lid,Ribbon Tie Seifuku Pink Teal,Cotton Candy,Tubby Crowd Cotton Candy,None,None,None,None,None,None,Double Ear Piercing Left,None,None,None,44.66552423022599,12679
12680,Beauty Mark,Balloon Blue,White,Hipster,Angry Furrowed,Grin,True,Grey,Half Lid,Sweater Vest Red Silver Heart Clip,Mochi,Star Clouds Blue Yellow,None,None,None,None,Wrapped Eye Black,None,None,None,None,None,75.64989280009435,12680
12681,None,None,Ginger,Bedhead,Relaxed,Full,False,Pink Yellow,Chill,Hoodie Tubby Cotton Candy,Vanilla,Solid,None,None,None,None,None,None,None,None,None,None,32.37038643289588,12681
12682,None,None,None,Bald Udi,Worried,Default,False,Purple,Detailed,Business Casual Eyes,Ube,Grid Purple,Backwards Visor Black,None,None,None,None,None,None,None,None,None,37.01439694610423,12682
12683,Blush,Lollipop Purple,Indigo,Double Buns,Chill,Wide Cute,False,Purple Yellow,Detailed,Chunky Turtleneck Purple,Ube,Pawprint Purple,None,None,None,None,None,None,None,None,None,None,53.77644887665639,12683
12684,None,Tubster Can Black Green,Black,Short Spiky,Chill,Happy Small,False,Black Leak,Tubby,Bandages,Raspberry,Solid,None,None,Bandage Black,None,None,None,None,None,None,None,63.368367436337124,12684
12685,Blush,None,Reddish Brown,Short Spiky,Determined,Donut,False,Brown,Chill,Cowboy Bandana Pink,Vanilla,Dots Pink,Backwards Cap Pink,Fox,None,None,None,None,None,None,None,None,77.69894877777713,12685
12686,None,None,None,Bald Udi,Pien Cute,Piercings,False,Grey,Detailed,Baseball Shirt,Raspberry,Solid,None,None,None,Round Gold Tinted Pink,None,None,None,None,None,None,35.187000691980344,12686
12687,None,None,Purple,Flared Sides Short,Pien Short,Shocked,False,Black,Embarrassed,Headphones Pink White,Mint,Hearts Pattern Purple Neon,Backwards Cap White,None,None,None,None,None,None,None,None,None,39.27594369753815,12687
12688,Blush,None,Bubblegum Pink,Twintails,Concerned,Smirk,True,Black,Looking Left,Tuxedo Pink Iridescent,Mochi,Gradient Dots Teal Pink,None,None,None,None,None,None,None,None,None,None,29.9801735891081,12688
12689,Blush,None,None,Bald Udi,Pien Short,Frightened,False,Black,Relaxed,Sweater Vest Pink,Diamond,Diamond,None,None,None,None,None,None,None,None,None,None,15.307782065878694,12689
12690,None,Tubster Can White Pink,None,Bald Udi,Pien,Wide Cute,True,Black,Looking Down,Kimono Sakura Trees,Mint,Cherry Blossoms,Cap Teal Pink,None,None,None,None,None,None,None,None,None,42.37143836110806,12690
12691,Cheek Freckles,Fan,None,Bald Udi,Angry Thin,W,True,Black,Half Lidded,Tuxedo Pink Iridescent,Mint,Dots Pink,None,None,None,None,None,None,None,None,None,None,35.11620260459309,12691
12692,None,None,Pink,Bedhead,Pien Cute,Baby Tubby Cotton Candy,False,Black,Embarrassed,Pet Collar Pink Bell,Cotton Candy,Starry Pink,None,Bunny White,Tubby Omanjuu Cotton Candy,None,None,None,None,None,None,None,60.7024054125401,12692
12693,Cheek Freckles,None,Light Blue,Glam Rock,Angry Furrowed,Candy Blue,False,Black,Hipster,Baby Shirt Round Collar,Latte,Gradient Orange,None,None,None,None,None,None,None,None,None,None,32.51744797767803,12693
12694,Beauty Mark,None,Platinum Blonde,Double Buns,Pien Cute,Toothy,True,Black,Relaxed,Frilly Dress Pink,Ube,Goopy Galaxy White,None,None,None,None,None,None,None,None,None,None,36.22606802642369,12694
12695,Blush,None,Black Yellow,Glam Rock,Sad,Smirk,False,Black,Half Lid,Thick String Hoodie X Sleeves Black,Mochi,Solid,None,None,None,None,None,None,None,None,None,None,18.373004488459152,12695
12696,Blush,None,None,Bald Udi,Concerned,Wide,False,Brown,Chill,Tubby Maid Dress Red Pink,Raspberry,Solid,None,None,None,None,None,None,None,None,None,None,22.17653067966729,12696
12697,Whiskers,Resting,None,Bald Udi,Ayo Thick,Nervous,False,Black,Cute,Sweater Vest Black Gold Heart Clip,Mochi,Solid,None,None,None,None,None,None,None,None,None,None,22.53829732610765,12697
12698,Beauty Mark,Simple Paw,Blonde,Short Blunt,Ayo Thin,Shocked,False,Brown,Detailed,Sweater Vest Brown,Tiramisu,Pawprint White Brown,None,None,Biscuit,None,None,None,None,None,None,None,72.78725605514761,12698
12699,Cheek Freckles,None,None,Bald Udi,Big Round,Letter Pink,True,Light Green,Detailed,Business Casual Pink White,Latte,Solid,Sprout,None,None,None,None,None,None,None,None,None,44.92337388215285,12699
12700,None,None,None,Bald Udi,None,Wide,False,White,Dark,None,Circuit Cobalt,90s Pattern Neon White Dotted Paper,None,None,None,None,None,None,None,None,None,None,24.62289694045975,12700
12701,None,None,Teal,Long Mid Part,Ayo Thin,Tongue Down,True,Black,Dot,Low Cut Shirt Strap White,Mochi,Solid,None,None,None,Hearts Transparent Teal,None,None,None,None,None,None,38.91788681678287,12701
12702,Blush,None,Pink,Fluffy Short,Concerned,Toothy,False,Black,Detailed,Tubby Maid Dress Red Pink,Mochi,Hearts Pattern Pink Red,None,None,Tubby Bow Red Pink,None,None,None,None,None,None,None,41.08525797626587,12702
12703,Blush,Tubster Can Black Green,Purple,Mohawk,Sad,Confused,False,Black,Pie,Barista Apron Black,Black Sesame,Palm Trees Teal,None,None,None,None,None,None,None,None,None,None,40.73045914606834,12703
12704,None,None,None,Bald Udi,Pien Cute,Piercings,True,Black,Knowing Right,Tubby Maid Dress Blue,Mochi,Gradient Blue,None,None,Decora Iridescent,None,None,None,None,None,None,None,28.659387169914236,12704
12705,None,None,None,Bald Udi,Determined,Full,False,Black,Tubby,Tee White,Mochi,Tubby Socks,None,Hamster White,None,Hearts Transparent Pink,None,None,None,None,None,None,44.6965196897425,12705
12706,None,None,Dusty Purple,Long Side Part Wavy,Pien Short,Eh,True,Black,Sweetheart,Hoodie White Green Flames,Matcha,Solid,None,None,None,None,None,None,None,None,None,None,23.35139719512163,12706
12707,None,Lollipop Pink,Light Blue,Long Side Part Wavy,Angry Thin,Pien,True,Grey,Half Lid,Jacket Pink Heart Studs Pink,Ube,E-Girl,None,None,None,Round Black Tinted Black,None,None,None,None,None,None,71.17994819338243,12707
12708,Cheek Freckles,None,Pink,Fluffy Short,Neutral,Pien,True,Black,Looking Away,Hoodie Meow White Blue,Cotton Candy,Grid Pink,None,None,Raindrop,None,None,None,None,None,None,None,53.952241773941864,12708
12709,None,None,Black,Short Fringe,Pien Short,Meh,False,Black,Pie,None,Cotton Candy,Grid Pink,None,None,None,None,None,Devil Pink,None,None,None,None,40.589350551811606,12709
12710,Blush,Bubble Tea Eyes,None,Bald Udi,Ayo Thin,Toothy,False,Purple,Half Lid,Sweater Tubby Logo Teal White Sleeves,Ube,Solid,Beanie Teal,None,None,None,None,None,None,None,None,None,48.80894340108616,12710
12711,Whiskers,None,None,Bald Udi,Surprised,Strawberry Red,False,Black,Dot,Hoodie Teal,Raspberry,Tubby Crowd Mint,None,None,None,None,None,None,None,None,None,None,19.173481107529135,12711
12712,Blush,None,Light Brown,Short Blunt,Neutral,Eh,False,Black,Delighted,Tee Apple,Pudding,Apple Orchard,Bucket Hat Froggy,None,None,None,None,None,None,None,None,None,44.17012951209914,12712
12713,Cheek Freckles,Thinking,None,Bald Udi,Big Round,Clearly,True,Black,Tired,Overalls Blue,Pudding,Constellation,Mushroom,None,None,None,None,None,None,None,None,None,50.3533573058605,12713
